1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,Credit Earned,CGPA,registered_program,target_dept
CSE-1,PHR-2,,5,3.8,ban,Dhaka,Dhaka,60.00,2.82,CSE,ComputerSciandEngr
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,22.50,2.9,CSE,ComputerSciandEngr
CSE-1,CS-2,,5,5,ban,Dhaka,Dhaka,27.00,2.18,CSE,ComputerSciandEngr
CSE-1,EEE-2,,4.88,5,ban,Dhaka,Dhaka,11.00,2.35,CSE,ComputerSciandEngr
PHR-1,EEE-2,,5,5,ban,Dhaka,Dhaka,42.00,2.31,CSE,ComputerSciandEngr
ARC-1,ECE-2,,5,4.5,eng,,,24.00,2.84,CSE,ComputerSciandEngr
CSE-1,PHR-2,,469,4.5,ban,Dhaka,Dhaka,78.00,3.69,CSE,ComputerSciandEngr
CSE-1,EEE-2,,5,3.8,ban,Dhaka,Dhaka,18.00,2.46,CSE,ComputerSciandEngr
ECE-1,BIO-2,,,5,eng,,,21.00,3.66,ECE,ElectricalandElectronicEngr
ARC-1,ECE-2,,5,4.1,ban,Rajshahi,Dhaka,27.00,3.83,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,,5,5,ban,Dhaka,Chittagong,105.00,2.33,ECE,ElectricalandElectronicEngr
BBA-1,ARC-2,,5,,ban,Dhaka,Dhaka,87.00,2.31,ECE,ElectricalandElectronicEngr
ECE-1,BBA-2,,4.94,4.9,ban,Dhaka,Dhaka,102.00,3.19,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,,5,4.1,ban,Dhaka,Dhaka,75.00,2.69,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.94,3.8,ban,Dhaka,Dhaka,126.00,2.78,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,,ban,Dhaka,,63.00,2.27,ECE,ElectricalandElectronicEngr
ARC-1,ECE-2,,5,5,ban,Dhaka,Dhaka,72.00,3.87,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,,5,4.7,ban,Dhaka,Dhaka,18.00,2.1,ECE,ElectricalandElectronicEngr
ECE-1,ARC-2,,5,5,eng,,,15.00,3.35,ECE,ElectricalandElectronicEngr
ECE-1,MAT-2,,5,5,ban,Dhaka,Dhaka,18.00,2.45,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,,5,4.3,eng-ver,Dhaka,Dhaka,130.00,3.37,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,48.00,2.1,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,15.00,3.15,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,,5,4.9,ban,Dhaka,Dhaka,57.00,2.63,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,,5,3.8,ban,Dhaka,Dhaka,15.00,3.96,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,,5,5,ban,Jessore,Jessore,102.00,3.7,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,,4.8,4,eng,,,22.50,2.15,ECE,ElectricalandElectronicEngr
APE-1,ECE-2,,4.94,5,ban,Dhaka,Dhaka,105.00,2.36,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,,5,5,ban,Jessore,Jessore,48.00,3.69,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,,5,3.3,eng,,,21.00,2.58,ECE,ElectricalandElectronicEngr
ARC-1,ECE-2,,5,5,eng,,,15.00,2.87,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,81.00,3.7,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,,5,4,ban,Dhaka,Dhaka,18.00,2.7,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,eng,,,15.00,2.11,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,PHR-3,5,5,ban,Rajshahi,Dhaka,27.00,3.04,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Comilla,Comilla,162.00,3.93,ECE,ElectricalandElectronicEngr
ARC-1,ECE-2,CSE-3,4.62,3.33,eng,,,51.00,3.68,ECE,ElectricalandElectronicEngr
ECE-1,PHR-2,ECO-3,5,5,ban,Dhaka,Dhaka,130.00,2.86,ECE,ElectricalandElectronicEngr
ECE-1,BBA-2,PHR-3,5,5,ban,Rajshahi,Rajshahi,24.00,3.91,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,4.8,ban,Dhaka,Dhaka,95.50,2.44,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,APE-3,5,5,ban,Barisal,Barisal,93.00,3.11,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,4.6,ban,Dhaka,Dhaka,15.00,2.7,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,PHR-3,4.94,5,ban,Dhaka,Dhaka,51.00,2.48,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,APE-3,,,ban,,,76.00,2.16,ECE,ElectricalandElectronicEngr
ARC-1,ECE-2,MIC-3,5,5,ban,Comilla,Comilla,21.00,2.23,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,ARC-3,4.44,4.1,ban,Dhaka,Dhaka,39.00,2.48,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,4.8,,eng,,,57.00,2.23,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,4.5,ban,Rajshahi,Rajshahi,102.00,3.44,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Jessore,Jessore,45.00,2.39,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,4.4,ban,Dhaka,Dhaka,136.00,2.89,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,4.94,4.4,ban,Dhaka,Dhaka,36.00,3.41,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,APE-3,,,ban,Dhaka,Dhaka,90.00,2.16,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,,,,ban,,,72.00,3.4,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,4.94,4.1,ban,Dhaka,Dhaka,63.00,2.08,ECE,ElectricalandElectronicEngr
ARC-1,ECE-2,CSE-3,5,4.9,ban,Chittagong,Chittagong,57.00,2.04,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,4.94,4.5,ban,Dhaka,Dhaka,87.00,2.55,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,PHR-3,4.75,4.1,ban,Dhaka,Dhaka,124.00,2.56,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,4.94,5,ban,Dhaka,Dhaka,27.00,2.61,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CS-3,4.42,4,eng,,,60.00,2.99,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Rajshahi,Dhaka,9.00,2.32,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Chittagong,Chittagong,12.00,2.18,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,4.88,5,ban,Chittagong,Chittagong,133.00,2.04,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,Chittagong,Chittagong,66.00,2.88,ECE,ElectricalandElectronicEngr
CS-1,EEE-2,ECE-3,5,4.7,ban,Dhaka,Dhaka,125.00,2.09,ECE,ElectricalandElectronicEngr
CS-1,ECE-2,EEE-3,5,4.8,ban,Dhaka,Dhaka,51.00,3.44,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,APE-3,4.12,,eng,,,36.00,3.17,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,CS-3,5,4.2,ban,Dhaka,Dhaka,15.00,3.35,ECE,ElectricalandElectronicEngr
ARC-1,APE-2,ECE-3,5,4.6,ban,Dinajpur,Dinajpur,39.00,3,ECE,ElectricalandElectronicEngr
PHR-1,ECE-2,EEE-3,5,4.9,ban,Dhaka,Dhaka,15.00,3.18,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,4.17,3,eng,,,18.00,2.46,ECE,ElectricalandElectronicEngr
BBA-1,ECE-2,APE-3,5,3.9,ban,Dhaka,Dhaka,45.00,3.62,ECE,ElectricalandElectronicEngr
BBA-1,ENG-2,ECE-3,5,4.3,ban,Rajshahi,Rajshahi,9.00,3.23,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,,5,4.5,eng,,,42.00,2.34,ECE,ElectricalandElectronicEngr
ECE-1,BBA-2,LLB-3,5,5,ban,Dhaka,Dhaka,33.00,2.12,ECE,ElectricalandElectronicEngr
ECE-1,,,,,ban,,,60.00,3.32,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,MIC-3,5,5,ban,Barisal,Barisal,22.50,3.34,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,ARC-3,4.63,4.33,ban,Dhaka,Dhaka,9.00,3.1,ECE,ElectricalandElectronicEngr
ECE-1,BIO-2,PHR-3,5,4.8,ban,Dhaka,Dinajpur,36.00,3.85,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,PHR-3,5,5,ban,Dhaka,Dhaka,129.00,2.22,ECE,ElectricalandElectronicEngr
CSE-1,CS-2,ECE-3,5,4.5,eng,,,27.00,3,ECE,ElectricalandElectronicEngr
ECE-1,ECO-2,ARC-3,5,4.67,ban,Dhaka,Dhaka,15.00,2.53,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,132.00,2.08,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,BIO-3,5,4.83,ban,Chittagong,Chittagong,99.00,2.07,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Jessore,Jessore,45.00,2.13,ECE,ElectricalandElectronicEngr
ECE-1,CS-2,EEE-3,5,4.08,ban,Barisal,Dhaka,84.00,3.34,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,Rajshahi,Rajshahi,51.00,2.24,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,127.50,2.17,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,APE-3,5,5,ban,Dhaka,Dhaka,123.00,3.32,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,5,5,eng-ver,Dhaka,Dhaka,129.00,2.27,ECE,ElectricalandElectronicEngr
CS-1,CSE-2,ECE-3,5,5,eng-ver,Dhaka,Dhaka,15.00,2.53,ECE,ElectricalandElectronicEngr
CSE-1,BBA-2,ECE-3,5,4.9,ban,Dhaka,Dhaka,12.00,2.53,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,4.8,ban,Jessore,Jessore,130.00,2.18,ECE,ElectricalandElectronicEngr
ECE-1,APE-2,BBA-3,5,3.5,eng,,,21.00,3.19,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Rajshahi,Rajshahi,15.00,2.26,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,4.81,5,ban,,,39.00,3.46,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,CS-3,5,5,ban,,,48.00,3.46,ECE,ElectricalandElectronicEngr
CSE-1,APE-2,ECE-3,5,4.42,ban,,,15.00,3.14,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,,,81.00,2.73,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,4.81,4.83,ban,,,50.50,3.83,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,,,24.00,2.81,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,4.38,4.83,ban,,,45.00,3.87,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,5,5,ban,,,29.00,2.55,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,4.08,ban,,,33.00,2.59,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,PHR-3,5,5,ban,,,93.00,2.57,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,4.17,ban,,,72.00,2.95,ECE,ElectricalandElectronicEngr
BBA-1,CSE-2,ECE-3,5,5,ban,,,15.00,2.59,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,CS-3,5,5,ban,Dhaka,Dhaka,18.00,2.76,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,MAT-3,5,,eng,,,63.00,3.4,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,66.00,2.27,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,BBA-3,5,3.92,ban,Chittagong,Chittagong,12.00,2.26,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,4,eng,,,12.00,2.12,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,Barisal,Barisal,15.00,3.78,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,4.42,ban,Chittagong,Chittagong,75.00,2.93,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Dhaka,Dhaka,126.00,2.51,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,4.38,3.5,ban,Chittagong,Chittagong,21.00,2.77,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Dhaka,Dhaka,134.00,3.68,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,BBA-3,5,5,ban,Dhaka,Dhaka,15.00,2.68,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,5,4.08,ban,Chittagong,Chittagong,12.00,2.18,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,Chittagong,Dhaka,15.00,3.18,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,5,5,ban,Rajshahi,Rajshahi,75.00,2.77,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,CS-3,5,5,ban,Dhaka,Dhaka,69.00,2.69,ECE,ElectricalandElectronicEngr
ECE-1,ARC-2,CS-3,5,,eng,,,18.00,2.79,ECE,ElectricalandElectronicEngr
BIO-1,BBA-2,ECE-3,5,5,ban,Rajshahi,Dhaka,75.00,2.28,ECE,ElectricalandElectronicEngr
MIC-1,ECE-2,CS-3,5,4.58,ban,Dhaka,Dhaka,75.00,2.82,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,ARC-3,4.67,4.08,ban,Dhaka,Dhaka,54.00,2.82,ECE,ElectricalandElectronicEngr
ECE-1,LLB-2,BBA-3,5,5,ban,Dhaka,Dhaka,108.00,3.16,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,APE-3,5,5,ban,Dhaka,Dhaka,57.00,2.31,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,APE-3,5,3,eng,,,69.00,2.26,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CS-3,4.94,4.5,ban,Dhaka,Dhaka,133.00,3.3,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,4.83,ban,Dhaka,Dhaka,69.00,3.32,ECE,ElectricalandElectronicEngr
PHR-1,ECE-2,BIO-3,5,4.5,eng,,,55.00,2.6,ECE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,4.6,3,eng,,,54.00,3.37,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,APE-3,5,3,eng,,,9.00,2.54,ECE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,4.92,ban,Dhaka,Dhaka,48.00,2.57,ECE,ElectricalandElectronicEngr
ENG-1,ECE-2,EEE-3,5,,eng,,,15.00,3.55,ECE,ElectricalandElectronicEngr
ECE-1,ARC-2,LLB-3,4.8,3.5,eng,,,66.00,2.15,ECE,ElectricalandElectronicEngr
EEE-1,APE-2,ECE-3,5,3.5,eng,,,99.00,3.33,ECE,ElectricalandElectronicEngr
PHR-1,ECE-2,CS-3,5,5,ban,Dhaka,Dhaka,15.00,2.01,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,4.5,ban,Dhaka,Dhaka,46.50,3.53,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,4.78,3.83,ban,Dhaka,Dhaka,78.00,2.41,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,16.00,3.14,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,4,ban,Dhaka,Dhaka,24.00,2.74,ECE,ElectricalandElectronicEngr
BBA-1,ECO-2,,,,ban,,,18.00,2.81,ECO,ESS
ENG-1,ECO-2,,4.88,4,ban,Dhaka,Dhaka,75.00,3.73,ECO,ESS
BBA-1,ECO-2,,4.6,4.5,eng,,,9.00,3.63,ECO,ESS
ECO-1,BBA-2,,5,4.8,ban,Dhaka,Dhaka,124.00,3.86,ECO,ESS
MIC-1,ECO-2,,5,4.4,ban,Dhaka,Dhaka,29.00,2.3,ECO,ESS
BBA-1,ECO-2,,,,ban,,,9.00,2.03,ECO,ESS
LLB-1,ECO-2,,4.69,4.7,ban,Dhaka,Dhaka,36.00,2.74,ECO,ESS
BBA-1,ECO-2,,,,ban,,,57.00,2.14,ECO,ESS
BBA-1,ECO-2,,,,ban,,,36.00,3.55,ECO,ESS
ECO-1,BBA-2,,,,ban,,,87.00,3.12,ECO,ESS
ECO-1,LLB-2,,5,3.9,ban,Dhaka,Dhaka,27.00,2.34,ECO,ESS
ARC-1,PHR-2,,,,ban,,,39.00,3.46,ECO,ESS
BBA-1,ECO-2,,,,ban,,,79.00,3.01,ECO,ESS
ECO-1,ENG-2,,,,ban,,,27.50,3.04,ECO,ESS
ENG-1,ECO-2,,,,ban,,,9.00,2.88,ECO,ESS
ECO-1,ENG-2,,,,ban,,,75.00,2.99,ECO,ESS
ECO-1,ENG-2,,4.38,4.6,ban,Dhaka,Dhaka,142.00,2.09,ECO,ESS
ECO-1,BBA-2,,,,ban,,,204.00,3.18,ECO,ESS
ARC-1,ECO-2,,4.7,,eng,,,53.50,2.18,ECO,ESS
ECO-1,BBA-2,,,,ban,,,99.00,3.84,ECO,ESS
ECO-1,ENG-2,,,,ban,,,33.00,2.99,ECO,ESS
ECO-1,BBA-2,,,,eng-ver,,,9.00,3.15,ECO,ESS
CSE-1,ARC-2,,3.6,,eng,,,93.00,3.15,ECO,ESS
ECO-1,BBA-2,,,,ban,,,51.00,3.62,ECO,ESS
ECO-1,BBA-2,,,,ban,,,69.00,2.44,ECO,ESS
CSE-1,ARC-2,,5,3.7,ban,Dhaka,Dhaka,134.00,2.1,ECO,ESS
ECO-1,ARC-2,,4.5,4.9,ban,Dhaka,Dhaka,30.00,2.03,ECO,ESS
ECE-1,EEE-2,,,,ban,,,54.00,2.81,ECO,ESS
ECO-1,BBA-2,,3.6,,eng,,,51.00,3.96,ECO,ESS
EEE-1,ECE-2,,3.5,2.6,eng,,,89.00,3.56,ECO,ESS
BBA-1,ECO-2,,4,3.67,eng,,,61.50,2.14,ECO,ESS
ECO-1,BBA-2,,,,ban,,,36.00,2.07,ECO,ESS
ECO-1,BBA-2,,3.2,,eng,,,66.00,2.36,ECO,ESS
ECO-1,ENG-2,,4.25,4.1,ban,Dhaka,Dhaka,120.00,3.17,ECO,ESS
ECO-1,BBA-2,,,,ban,,,71.50,3.4,ECO,ESS
ECO-1,ENG-2,,,,ban,,,15.00,2.37,ECO,ESS
ECO-1,ENG-2,,,,ban,,,12.00,2.39,ECO,ESS
ECO-1,BBA-2,,,,ban,,,102.00,2.09,ECO,ESS
ECO-1,BBA-2,,5,4.3,ban,Dhaka,Dhaka,102.00,2.53,ECO,ESS
ARC-1,BBA-2,,,,ban,,,118.00,2.34,ECO,ESS
ECE-1,ECO-2,,,,ban,,,9.00,3.33,ECO,ESS
ECO-1,ENG-2,,5,3.9,ban,Dhaka,Dhaka,33.00,3.66,ECO,ESS
ECO-1,LLB-2,,5,4.6,eng,,,32.50,2.06,ECO,ESS
ECO-1,BBA-2,,,,ban,,,120.00,2.92,ECO,ESS
ECO-1,PHR-2,,5,5,ban,Dhaka,Dhaka,18.00,3.01,ECO,ESS
ECO-1,BBA-2,,,,ban,,,33.00,3.29,ECO,ESS
ECO-1,CSE-2,,5,5,ban,Dhaka,Dhaka,18.00,2.24,ECO,ESS
ECO-1,BBA-2,,4.44,4.5,eng,,,57.00,2.02,ECO,ESS
LLB-1,ANT-2,,,,ban,,,138.00,2.86,ECO,ESS
APE-1,ENG-2,,,,ban,,,105.00,2.39,ECO,ESS
ECO-1,CSE-2,,5,4.9,ban,Dhaka,Dhaka,87.00,2.78,ECO,ESS
BBA-1,ECO-2,,4,3,eng,,,126.00,3.94,ECO,ESS
CSE-1,EEE-2,,4.7,4,eng,,,30.00,2.45,ECO,ESS
ECO-1,LLB-2,,5,5,ban,Dhaka,Dhaka,124.00,2.87,ECO,ESS
ECO-1,BBA-2,,4.81,4.7,ban,Dhaka,Dhaka,32.50,2.45,ECO,ESS
CSE-1,BBA-2,,5,4.8,ban,Dhaka,Dhaka,33.00,3.62,ECO,ESS
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,114.00,2.76,ECO,ESS
BBA-1,ECO-2,,3.4,3.5,eng,,,9.00,3.45,ECO,ESS
BBA-1,ECO-2,,5,5,ban,Dhaka,Dhaka,24.00,3,ECO,ESS
ECO-1,BBA-2,,4.6,3.3,eng,,,9.00,2.76,ECO,ESS
ECO-1,ENG-2,,5,5,ban,Dhaka,Dhaka,21.00,2.16,ECO,ESS
EEE-1,ECO-2,,5,5,eng,,,18.00,3.01,ECO,ESS
ECO-1,BBA-2,,,,ban,,,49.00,2.82,ECO,ESS
BBA-1,ECO-2,,5,3.5,eng,,,9.00,2.16,ECO,ESS
ECO-1,BBA-2,,3.6,3.5,eng,,,69.00,3.02,ECO,ESS
ECO-1,BBA-2,,5,5,ban,Dhaka,Dhaka,30.00,2.53,ECO,ESS
ECO-1,BBA-2,,5,5,ban,Dinajpur,Dinajpur,42.00,2.12,ECO,ESS
PHR-1,ECO-2,,5,5,ban,Dhaka,Dhaka,81.00,3.61,ECO,ESS
ECO-1,ENG-2,,5,5,ban,Dhaka,Dhaka,39.00,3.5,ECO,ESS
ECO-1,CSE-2,,5,4.9,ban,Dhaka,Dhaka,114.00,2.31,ECO,ESS
BBA-1,ECO-2,,4.4,4,eng,,,130.00,3.92,ECO,ESS
ECO-1,EEE-2,CSE-3,5,5,eng,,,18.00,2.64,ECO,ESS
ECO-1,ENG-2,LLB-3,5,4.9,ban,Dhaka,Dhaka,18.00,2.41,ECO,ESS
BBA-1,ECO-2,ENG-3,5,5,ban,Dhaka,Dhaka,15.00,2.92,ECO,ESS
ECO-1,BBA-2,ANT-3,5,5,ban,Dhaka,Dhaka,63.00,2.49,ECO,ESS
BBA-1,ARC-2,ECO-3,5,5,ban,Dhaka,Dhaka,27.00,2.66,ECO,ESS
ECO-1,LLB-2,CSE-3,4.67,4,eng,,,15.00,3.51,ECO,ESS
ECO-1,ANT-2,BBA-3,4.88,4.8,ban,Dhaka,Dhaka,18.00,3.32,ECO,ESS
ECO-1,LLB-2,ENG-3,4.94,4.7,ban,Dhaka,Dhaka,15.00,2.33,ECO,ESS
BBA-1,ECO-2,ECE-3,5,5,ban,Dhaka,Dhaka,60.00,3.71,ECO,ESS
CSE-1,ECE-2,EEE-3,5,4.5,eng,,,124.00,2.63,ECO,ESS
ECO-1,ENG-2,BBA-3,,,ban,,,102.00,2.78,ECO,ESS
ECO-1,BBA-2,ARC-3,5,5,ban,Dhaka,Dhaka,105.00,2.3,ECO,ESS
CSE-1,ECE-2,PHR-3,5,4.4,ban,Dinajpur,Dinajpur,46.50,3.19,ECO,ESS
ECO-1,BBA-2,ENG-3,5,5,ban,Dinajpur,Dinajpur,84.00,3.51,ECO,ESS
ECO-1,,,5,5,ban,Dhaka,Dhaka,32.00,3.19,ECO,ESS
ECO-1,BBA-2,LLB-3,4.75,4.7,ban,Dhaka,Dhaka,39.00,2.7,ECO,ESS
ECO-1,BBA-2,,5,2.67,eng,,,114.00,2.25,ECO,ESS
APE-1,CSE-2,ECO-3,,,ban,,,30.00,2.28,ECO,ESS
ECO-1,BBA-2,APE-3,5,5,ban,Dhaka,Dhaka,33.00,2.98,ECO,ESS
ECE-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,15.00,3.91,ECO,ESS
ECO-1,BBA-2,CSE-3,4.88,5,ban,Dhaka,Dhaka,21.00,2.2,ECO,ESS
BBA-1,ECO-2,LLB-3,5,5,eng,,,36.00,3.67,ECO,ESS
BBA-1,ECO-2,,4.4,3.5,eng,,,78.00,3.45,ECO,ESS
ECO-1,BBA-2,LLB-3,4.44,4.7,ban,Dhaka,Dhaka,120.00,2.39,ECO,ESS
CSE-1,CS-2,ECO-3,5,4.8,ban,Comilla,Dhaka,27.00,2.55,ECO,ESS
ECO-1,BBA-2,ENG-3,4.83,2.5,eng,,,54.00,2.07,ECO,ESS
ECO-1,BBA-2,MAT-3,4.2,4,eng,,,93.00,2.56,ECO,ESS
ECO-1,ENG-2,BBA-3,4.2,3,eng,,,112.00,2.4,ECO,ESS
ECO-1,BBA-2,MAT-3,,,ban,,,121.00,3.51,ECO,ESS
ECO-1,ANT-2,PHY-3,,,ban,,,84.00,2.57,ECO,ESS
ECO-1,BBA-2,ANT-3,,,ban,,,24.00,2.66,ECO,ESS
ECO-1,BBA-2,,,,ban,,,78.00,3.33,ECO,ESS
ECO-1,LLB-2,BBA-3,,,ban,,,120.00,2.92,ECO,ESS
ECO-1,BBA-2,ANT-3,,,ban,,,36.00,3.95,ECO,ESS
ECO-1,CS-2,LLB-3,,,ban,,,106.00,2.24,ECO,ESS
ECO-1,BBA-2,ANT-3,,,ban,,,48.00,2.1,ECO,ESS
ECO-1,LLB-2,ENG-3,4.56,4.8,ban,Dhaka,Dhaka,75.00,2.96,ECO,ESS
ECO-1,LLB-2,ARC-3,,,ban,,,12.00,2.8,ECO,ESS
ECO-1,BBA-2,,,,ban,,,69.00,2.33,ECO,ESS
EEE-1,ECE-2,BBA-3,,,ban,,,57.00,2.59,ECO,ESS
ARC-1,ECO-2,BBA-3,,,ban,,,9.00,3.62,ECO,ESS
EEE-1,ECE-2,CSE-3,,,ban,,,18.00,2.82,ECO,ESS
BBA-1,ECO-2,,4.69,,ban,Chittagong,Chittagong,12.00,2.16,ECO,ESS
ECO-1,BBA-2,,5,5,ban,Dhaka,Dhaka,130.00,2.46,ECO,ESS
ECO-1,BBA-2,ENG-3,,,ban,,,93.00,2.78,ECO,ESS
ECO-1,BBA-2,LLB-3,,,ban,,,15.00,3.84,ECO,ESS
ECO-1,ENG-2,ARC-3,,,eng-ver,,,66.00,3.53,ECO,ESS
ECO-1,BBA-2,,,,eng-ver,,,51.00,2.45,ECO,ESS
ECO-1,BBA-2,ENG-3,,,ban,,,63.00,2.48,ECO,ESS
ECO-1,ARC-2,LLB-3,,,ban,,,90.00,3.65,ECO,ESS
ECO-1,CSE-2,BIO-3,5,5,ban,Dhaka,Dhaka,90.00,2.4,ECO,ESS
BBA-1,ECO-2,MAT-3,,,ban,,,42.00,2.39,ECO,ESS
ECO-1,ENG-2,LLB-3,5,4.6,ban,Dhaka,Dhaka,62.50,2.01,ECO,ESS
